Job Title,Company,Job Link,Extracted Text,index
Associate Front End EngineerAtlas Labs,Atlas Labs,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228753&pg=index.jsp,"The job vacancy is for an Associate Front End Engineer position at AtiasLaos. The job responsibilities include developing and implementing front-end architecture, collaborating with back-end developers and web designers, and ensuring high-quality and consistent user experience. Job requirements include proficiency in HTML, CSS, and JavaScript, experience with front-end frameworks like React or Angular, and strong problem-solving skills. Salary is USD pegged. Apply online.",205
Warehouse ManagerKelly Felder,Kelly Felder,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228749&pg=index.jsp,"The job vacancy is for a Warehouse Manager. The job requirements include knowledge of inventory management, experience in managing a team, and strong communication skills. Responsibilities include overseeing warehouse operations, ensuring product quality and accuracy, and managing inventory levels.",206
Stores AssistantTwin Clothing (Pvt) Ltd,Twin Clothing (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228742&pg=index.jsp,"Job Vacancy: Stores Assistant
We are looking for 2 Stores Assistants with knowledge of warehouse operations. Responsibilities include maintaining stock positions, supervising loading and unloading processes, coordinating with other divisions, monitoring GRN process, and issuing raw materials for production departments. The ideal candidate should be a male aged between 25-45 years, have passed G.C.E. (A/L), and have a minimum of 2 years experience in a similar capacity.",207
DriverLanka Premium Beverages (Pvt) Ltd,Lanka Premium Beverages (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228736&pg=index.jsp,"Immediate vacancy for a driver with a heavy vehicle driving license. The job role requires safe and efficient driving of a light truck, knowledge of vehicle maintenance, and at least 6 years of driving experience. Responsibilities include delivering goods, following traffic laws, and ensuring customer satisfaction. Interested candidates can send their CVs to the provided email address.",208
Merchandiser / Quality ControllerTotal Merchandising & Sourcing Solutions Co.Ltd,Total Merchandising & Sourcing Solutions Co.Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228725&pg=index.jsp,"The job vacancy is for an Apparel Merchandiser and Quality Controller in China. The primary responsibilities include reviewing and ensuring product quality, collaborating with QA team, monitoring production progress, and coordinating with various teams to ensure key targets are met. The job requires experience and knowledge in sports apparel and professional work experience in quality control. Fluency in English and Mandarin is also preferred. Interested candidates with the required experience can submit their resume and cover letter for consideration.",209
Resident Farm Manager - Kilinochchi Heritage Agri Pvt Ltd,Heritage Agri Pvt Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228701&pg=index.jsp,"The job vacancy is for a Farm Manager at a Moringa Plantation and Processing Center in Iyakkachchi, Kilinochchi. The ideal candidate should have a degree or diploma in Agriculture, experience in organic farming practices, and knowledge of micro irrigation systems. Responsibilities include planting and growing Moringa trees, manufacturing organic fertilizer, planning harvest schedules, recruiting labor, analyzing production data, setting targets, ensuring factory orders are completed on time, providing leadership to the team, enforcing health and safety regulations, and preparing finance budgets. Experience in managing international quality certifications and operating a processing center is preferred.",210
Accounts AssistantCompany Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228694&pg=index.jsp,"The job vacancy is for an Accounts Assistant with the following requirements: GCE O/L & A/L qualifications, proficiency in MS Office (Word and Excel), at least one year of experience in a related field, aged between 18-35, and residing near Colombo or Mt. Lavinia. Responsibilities include assisting with accounting tasks, data entry, and other administrative duties as required.",211
Accounts Executive St. Theresa Industries (Pvt) Limited,St. Theresa Industries (Pvt) Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228684&pg=index.jsp,"The job vacancy is for an Accounts Executive at St. Theresa Industries (Pvt) Limited. The responsibilities include overseeing budgeting, forecasting, and financial analysis, managing inventory accounting, preparing financial reports, collaborating with project teams to monitor expenses, conducting regular audits, and ensuring compliance with accounting standards. The requirements include a Bachelor's degree in BCom/Accounting/Finance or a National Diploma in Accounting, experience in project costing and inventory management, knowledge of accounting principles and practices, proficiency in accounting software, strong analytical and problem-solving skills, attention to detail, organizational skills, communication skills, and the ability to work independently and as part of a team. The remuneration package is competitive for the right candidate.",212
Engineering Assistant Fonterra,Fonterra,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228676&pg=index.jsp,"The job vacancy is for a HVAC Technician with at least 3 years of experience. Responsibilities include maintaining and optimizing HVAC, refrigeration, and compressed air systems, conducting regular inspections and maintenance, and quickly addressing any system issues. Strong understanding of HVAC systems, plumbing, and electrical work is required. Collaboration with cross-functional teams and clear communication skills are also important.",213
Quality ExecutiveRainwear (Pvt) Ltd,Rainwear (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228670&pg=index.jsp,"The job vacancy is for a Quality Executive at a textile and garment company. The job requirements include previous experience in quality management, knowledge of industry regulations, excellent analytical and problem-solving skills, and strong communication and interpersonal abilities. Responsibilities include ensuring product quality, managing quality control processes, and adhering to industry standards and regulations. Send your CV to ravhera@ramweetk to apply.",214
Tour Executive - InboundSmart Quest (Pvt)Ltd,Smart Quest (Pvt)Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=0000000013&ec=0000000013&jc=0001228531&pg=index.jsp,"The job vacancy is for a Tour Executive with at least 3 years of experience in the service industry. Responsibilities include creating tailored tour plans, negotiating rates with vendors, handling logistics, and maintaining client relationships. Ideal candidates should have expertise in itinerary planning, vendor management, and travel logistics, along with fluency in English and proficiency in Microsoft Office applications. Submit your CV to jobs@smartquestconsult.com.",215
Business Development OfficerChartered Institute of Personnel Management Sri Lanka (CIPM),Chartered Institute of Personnel Management Sri Lanka (CIPM),https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227233&pg=index.jsp,"The Chartered Institute of Personnel Management Sri Lanka is seeking a performance-oriented Business Development Officer for its Business School. The ideal candidate should have a pleasing personality, proficiency in handling customers with confidence and poise, and experience in business development and marketing. Responsibilities include developing and implementing strategies to attract new students, promoting the institute's courses, and building and maintaining relationships with key stakeholders.",216
Senior Accounts ExecutiveNMK,NMK,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001225834&pg=index.jsp,"The job vacancy is for a Senior Accounts Executive at NMK Holdings (Pvt) Ltd. The key responsibilities include handling ledger accounts, preparing monthly reconciliations, managing statutory payments, overseeing online payment processes, providing MIS reports, and coordinating with internal and external parties for finance-related activities. The required knowledge and experience include a bachelor's degree in Accounting or Finance, experience in VAT/SVAT functions, auditing experience, time management skills, strong communication skills in English and Sinhala, analytical skills, and proficiency in MS Office and computer literacy. The candidate should have a minimum of 3 years of experience in the FMCG or manufacturing industry in a similar capacity. Apply via careers@nmk.lk.",217
